Date,Open,High,Low,Close,Volume,Change,5MA,5Disparity,20MA,20Disparity,60MA,60Disparity,120MA,120Disparity,label
2021-07-01,282500,284000,276500,276500,200282,-0.0212389380530974,283400.0,0.9756527875793932,280750.0,0.9848619768477292,280091.6666666667,0.987176817113445,283695.8333333333,0.9746353929531336,0.5
2021-07-02,275500,279500,275000,276000,93180,-0.0018083182640145,280600.0,0.9836065573770492,281050.0,0.9820316669631738,280058.3333333333,0.9855089713452556,283558.3333333333,0.9733446968583772,0.5
2021-07-05,277500,280500,276000,277000,102483,0.0036231884057971,278700.0,0.9939002511661283,281350.0,0.9845388306379954,280025.0,0.9891973930899028,283450.0,0.977244663961898,0.5
2021-07-06,277500,279500,277000,277000,86381,0.0,277800.0,0.9971202303815696,281725.0,0.98322832549472,279758.3333333333,0.9901402996634,283412.5,0.9773739690380628,0.5
2021-07-07,276500,276500,272500,275000,133578,-0.0072202166064981,276300.0,0.9952949692363372,282025.0,0.9750908607392962,279416.6666666667,0.9841932597673724,283233.3333333333,0.9709309167941628,0.5
2021-07-08,275500,279000,272500,272500,179705,-0.009090909090909,275500.0,0.9891107078039928,281575.0,0.9677705762230312,278966.6666666667,0.9768192137650854,282954.1666666667,0.963053498063585,0.5
2021-07-09,270000,272500,266500,270000,199247,-0.0091743119266054,274300.0,0.984323733138899,280750.0,0.9617097061442564,278575.0,0.9692183433545724,282683.3333333333,0.9551323624786277,0.5
2021-07-12,272000,279000,271000,278000,122937,0.0296296296296296,274500.0,1.012750455373406,280275.0,0.991882972080992,278466.6666666667,0.9983241560928896,282500.0,0.984070796460177,0.5
2021-07-13,279000,284000,278500,282500,175832,0.0161870503597121,275600.0,1.0250362844702468,280050.0,1.008748437778968,278408.3333333333,1.0146966386303091,282279.1666666667,1.0007823224644632,0.5
2021-07-14,280500,281000,275500,279500,110210,-0.0106194690265486,276500.0,1.0108499095840868,279750.0,0.9991063449508488,278183.3333333333,1.004733089689054,281825.0,0.9917501995919452,0.5
2021-07-15,279000,282000,277000,278000,98934,-0.0053667262969588,277600.0,1.0014409221902016,279400.0,0.994989262705798,277908.3333333333,1.0003298449728628,281295.8333333333,0.9882833908548238,0.5
2021-07-16,278000,279000,275000,277500,102022,-0.0017985611510791,279100.0,0.994267287710498,279175.0,0.9940001790991314,277483.3333333333,1.0000600636674877,280875.0,0.9879839786381842,0.5
2021-07-19,274000,275000,272500,273000,100816,-0.0162162162162161,278100.0,0.9816612729234088,279075.0,0.9782316581564096,277033.3333333333,0.985440981831308,280191.6666666667,0.9743330458317224,0.5
2021-07-20,268000,275500,268000,272000,126171,-0.0036630036630036,276000.0,0.9855072463768116,278900.0,0.9752599498027968,276633.3333333333,0.9832509940956744,279625.0,0.9727313366115332,0.5
2021-07-21,273000,274000,270000,270000,112014,-0.0073529411764705,274100.0,0.9850419554906968,278125.0,0.9707865168539326,276233.3333333333,0.9774345360202727,279054.1666666667,0.9675540889612232,1.0
2021-07-22,272500,277500,272000,277500,116557,0.0277777777777776,274000.0,1.0127737226277371,277625.0,0.9995497523638,276058.3333333333,1.0052223261991728,278683.3333333333,0.9957538424735364,0.42857142857142855
2021-07-23,277500,279000,274000,275500,82276,-0.0072072072072072,273600.0,1.0069444444444444,276900.0,0.9949440231130372,275991.6666666667,0.9982185452459312,278387.5,0.9896277670513224,-0.3333333333333333
2021-07-26,275500,275500,271000,271000,107225,-0.0163339382940108,273200.0,0.9919472913616398,276125.0,0.9814395654142146,275775.0,0.9826851600036262,277904.1666666667,0.9751563038817336,0.42424242424242425
2021-07-27,273000,275000,271000,271500,70370,0.0018450184501845,273100.0,0.9941413401684364,275625.0,0.9850340136054422,275700.0,0.984766050054407,277454.1666666667,0.9785399990989502,0.801980198019802
2021-07-28,270000,274000,270000,273500,99088,0.007366482504604,273800.0,0.9989043097151206,275175.0,0.9939129644771508,275691.6666666667,0.9920502977359972,277012.5,0.98732006678399,0.46153846153846156
2021-07-29,274000,277000,272000,273000,90222,-0.0018281535648994,272900.0,1.0003664345914254,275000.0,0.9927272727272728,275591.6666666667,0.9905959904448004,276637.5,0.9868510234512674,0.2857142857142857
2021-07-30,271500,272000,268000,268000,176072,-0.0183150183150183,271400.0,0.9874723655121592,274600.0,0.9759650400582666,275383.3333333333,0.9731888882164256,276241.6666666667,0.9701650125192312,0.4166666666666667
2021-08-02,268000,272500,264000,271500,100462,0.0130597014925373,271500.0,1.0,274325.0,0.989701995807892,275200.0,0.9865552325581396,275941.6666666667,0.9839036028146044,0.0
2021-08-03,270500,273000,269000,273000,93594,0.0055248618784531,271800.0,1.0044150110375276,274125.0,0.9958960328317372,274925.0,0.9929980903882876,275670.8333333333,0.990311512824776,0.0
2021-08-04,271500,277000,270000,277000,130351,0.0146520146520146,272500.0,1.01651376146789,274225.0,1.0101194274774363,274858.3333333333,1.0077918927932572,275400.0,1.0058097312999277,0.0
2021-08-05,275500,280500,275000,277000,119078,0.0,273300.0,1.0135382363702892,274450.0,1.0092913098925125,274941.6666666667,1.0074864365168368,275191.6666666667,1.0065711776640522,0.0
2021-08-06,276000,280000,274500,278500,96653,0.0054151624548737,275400.0,1.0112563543936093,274875.0,1.01318781264211,275183.3333333333,1.012052571013264,274983.3333333333,1.0127886538578097,0.0
2021-08-09,275000,280000,272500,273500,142079,-0.0179533213644523,275800.0,0.991660623640319,274650.0,0.9958128527216458,275241.6666666667,0.9936722274364952,274775.0,0.9953598398689836,0.0
2021-08-10,273500,280000,272000,274000,152383,0.0018281535648994,276000.0,0.9927536231884058,274225.0,0.999179505880208,275333.3333333333,0.9951573849878936,274645.8333333333,0.9976484866874004,0.0
2021-08-11,274500,275500,271000,272500,107088,-0.0054744525547445,275100.0,0.99054889131225,273875.0,0.9949794614331356,275383.3333333333,0.9895297464140896,274537.5,0.9925784273550972,0.0
2021-08-12,274000,276000,271500,271500,143290,-0.0036697247706422,274000.0,0.9908759124087592,273550.0,0.9925059404130872,275408.3333333333,0.9858089503464552,274475.0,0.9891611257855908,0.0
2021-08-13,275000,275000,265500,266500,203139,-0.01841620626151,271600.0,0.9812223858615612,273000.0,0.9761904761904762,275358.3333333333,0.9678297975365434,274400.0,0.9712099125364432,0.0
2021-08-17,264500,266500,258000,259000,215909,-0.0281425891181988,268700.0,0.963900260513584,272300.0,0.9511568123393316,275258.3333333333,0.940934273863946,274350.0,0.9440495717149626,0.0
2021-08-18,258000,268000,257500,267000,142200,0.0308880308880308,267300.0,0.9988776655443322,272050.0,0.9814372358022422,275216.6666666667,0.970144734451644,274266.6666666667,0.9735051045211472,0.0
2021-08-19,263500,268000,257500,259000,155221,-0.0299625468164793,264600.0,0.9788359788359788,271500.0,0.9539594843462248,275083.3333333333,0.941532868827628,274237.5,0.9444368476229544,0.0
2021-08-20,260000,266000,256500,259500,196208,0.001930501930502,262200.0,0.9897025171624714,270600.0,0.958980044345898,275066.6666666667,0.943407658749394,274116.6666666667,0.9466772055694048,0.0
2021-08-23,278000,283000,268500,270000,1093300,0.0404624277456646,262900.0,1.0270064663370102,270325.0,0.99879774345695,275141.6666666667,0.9813126571160312,274037.5,0.9852666149705788,0.0
2021-08-24,273000,273500,260500,265000,437438,-0.0185185185185184,264100.0,1.003407800075729,270025.0,0.981390611980372,275141.6666666667,0.9631402005027712,273970.8333333333,0.9672562468632612,0.0
2021-08-25,264000,264500,260000,262500,234325,-0.0094339622641509,263200.0,0.9973404255319148,269575.0,0.973754984698136,275041.6666666667,0.9544008483563096,273945.8333333333,0.95821862594491,0.0
2021-08-26,263500,265000,260000,261500,201252,-0.0038095238095238,263700.0,0.9916571861964354,268975.0,0.9722093131331908,274891.6666666667,0.9512838390881256,274000.0,0.9543795620437956,0.0
2021-08-27,261500,263000,260000,261000,156884,-0.0019120458891013,264000.0,0.9886363636363636,268375.0,0.9725197950628784,274708.3333333333,0.9500985894130138,274095.8333333333,0.9522216986151438,0.0
2021-08-30,262500,263500,258000,258500,218033,-0.0095785440613026,261700.0,0.9877722583110432,267900.0,0.9649122807017544,274516.6666666667,0.94165503005282,274216.6666666667,0.942685224579104,0.6063829787234043
2021-08-31,258000,263500,256000,263500,243714,0.0193423597678916,261400.0,1.008033664881408,267500.0,0.9850467289719628,274391.6666666667,0.9603061317459834,274325.0,0.96053950606033,0.38372093023255816
2021-09-01,263000,266000,261000,263500,204964,0.0,261600.0,1.007262996941896,267025.0,0.9867989888587212,274291.6666666667,0.9606562357587726,274375.0,0.9603644646924828,-0.5
2021-09-02,263500,267500,261500,262000,218545,-0.0056925996204933,261700.0,1.0011463507833398,266275.0,0.9839451694676556,274175.0,0.9555940548919486,274466.6666666667,0.9545785766334708,-0.5
2021-09-03,262000,266500,261500,265000,167175,0.0114503816793893,262500.0,1.0095238095238095,265675.0,0.9974593017784888,273900.0,0.967506389193136,274608.3333333333,0.965010772919006,-0.5
2021-09-06,264500,269500,264000,268000,152000,0.0113207547169811,264400.0,1.0136157337367624,265150.0,1.0107486328493305,273591.6666666667,0.9795619993299016,274800.0,0.975254730713246,-0.5
2021-09-07,266000,269000,265000,266500,110368,-0.0055970149253731,265000.0,1.005660377358491,264800.0,1.0064199395770392,273241.6666666667,0.9753270914026044,274962.5,0.9692230758739828,-0.5
2021-09-08,264500,267000,263000,265000,138276,-0.0056285178236398,265300.0,0.998869204673954,264350.0,1.002458861358048,272875.0,0.9711406321575812,275083.3333333333,0.9633444410784612,-0.5
2021-09-09,264000,268000,260500,260500,250269,-0.0169811320754716,265000.0,0.9830188679245284,263750.0,0.9876777251184834,272458.3333333333,0.9561094968649642,275204.1666666667,0.94656997077927,-0.5
2021-09-10,263000,264500,260500,263000,139228,0.0095969289827255,264600.0,0.9939531368102796,263325.0,0.9987657837273332,272091.6666666667,0.9665860157422436,275375.0,0.9550612800726282,-0.5
2021-09-13,262000,265000,261000,265000,166667,0.0076045627376426,264000.0,1.003787878787879,263250.0,1.00664767331434,271808.3333333333,0.9749517122972684,275550.0,0.961712937760842,-0.5
2021-09-14,265500,270000,264000,268500,220160,0.0132075471698114,264400.0,1.0155068078668683,263725.0,1.0181059816096312,271700.0,0.9882223040117776,275654.1666666667,0.9740465861511252,-0.5
2021-09-15,270500,279500,267000,276000,482333,0.0279329608938547,266600.0,1.035258814703676,264175.0,1.044761994889751,271708.3333333333,1.015795123447324,275658.3333333333,1.0012394570573475,-0.5
2021-09-16,279000,279500,270500,271500,281369,-0.0163043478260869,268800.0,1.0100446428571428,264800.0,1.0253021148036254,271475.0,1.0000920895110046,275683.3333333333,0.9848255849102232,-0.5
2021-09-17,272500,278000,269000,273500,314171,0.007366482504604,270900.0,1.0095976375046145,265500.0,1.0301318267419963,271241.6666666667,1.008325908630065,275620.8333333333,0.9923052502683336,-0.5
2021-09-23,269500,274500,267500,271500,188668,-0.0073126142595978,272200.0,0.997428361498898,265575.0,1.022310081897769,270933.3333333333,1.0020915354330708,275533.3333333333,0.9853617227195742,-0.5
2021-09-24,273500,273500,268000,269000,156348,-0.009208103130755,272300.0,0.9878810135879544,265775.0,1.0121343241463645,270641.6666666667,0.9939341687963787,275391.6666666667,0.976790631524798,-0.5
2021-09-27,266000,269000,263000,266500,189366,-0.0092936802973977,270400.0,0.9855769230769232,265975.0,1.001973869724598,270391.6666666667,0.98560729805529,275241.6666666667,0.9682400314874806,-1.0
2021-09-28,266500,267000,260000,262500,278724,-0.0150093808630393,268600.0,0.97728965003723,266025.0,0.986749365661122,270058.3333333333,0.9720122195821892,275100.0,0.9541984732824428,0.6936936936936937
2021-09-29,257000,262000,257000,261000,193809,-0.0057142857142856,266100.0,0.9808342728297632,266025.0,0.9811107978573442,269800.0,0.9673832468495182,274945.8333333333,0.9492778880688622,0.45121951219512196
2021-09-30,259000,271000,259000,268000,258303,0.0268199233716475,265400.0,1.0097965335342878,266500.0,1.0056285178236395,269666.6666666667,0.9938195302843016,274862.5,0.97503297103097,-0.08130081300813008
2021-10-01,265000,266500,260500,262500,138427,-0.0205223880597015,264100.0,0.9939416887542596,266450.0,0.985175455057234,269425.0,0.974297114224738,274725.0,0.9555009555009556,0.21428571428571427
2021-10-05,259500,264500,257500,262000,177276,-0.0019047619047618,263200.0,0.9954407294832828,266375.0,0.983575786015955,269175.0,0.9733444784991176,274466.6666666667,0.9545785766334708,0.21428571428571427
2021-10-06,262500,266000,259500,259500,202086,-0.0095419847328244,262600.0,0.9881949733434882,266250.0,0.9746478873239436,268916.6666666667,0.9649829563061666,274166.6666666667,0.9465045592705168,0.21428571428571427
2021-10-07,262000,264500,259000,259500,146964,0.0,262300.0,0.9893252001524973,265975.0,0.9756556067299558,268700.0,0.9657610718273169,273833.3333333333,0.9476567255021304,0.21428571428571427
2021-10-08,260000,261500,256000,257000,170696,-0.0096339113680153,260100.0,0.988081507112649,265425.0,0.9682584534237544,268483.3333333333,0.9572288782668076,273529.1666666667,0.9395707343823784,0.21428571428571427
2021-10-12,256500,260000,254000,257500,120749,0.0019455252918287,259100.0,0.9938247780779622,264975.0,0.9717897914897632,268141.6666666667,0.9603132672405756,273304.1666666667,0.942173707560258,0.21428571428571427
2021-10-13,259500,265000,259000,264000,182387,0.0252427184466019,259500.0,1.0173410404624277,264925.0,0.9965084457865434,267833.3333333333,0.985687616677038,273120.8333333333,0.9666051350897802,0.21428571428571427
2021-10-14,268000,268500,263000,265500,143424,0.0056818181818181,260700.0,1.0184119677790564,265175.0,1.0012256057320637,267600.0,0.992152466367713,272891.6666666667,0.9729135493327632,0.21428571428571427
2021-10-15,264500,266500,262500,263000,97544,-0.0094161958568738,261400.0,1.0061208875286916,265175.0,0.9917978693315734,267350.0,0.9837291939405274,272629.1666666667,0.9646803502926746,0.21428571428571427
2021-10-18,264000,264500,260000,261000,109915,-0.0076045627376425,262200.0,0.9954233409610984,264975.0,0.9849985847721484,267075.0,0.9772535804549284,272279.1666666667,0.9585749919659662,0.21428571428571427
2021-10-19,262500,263000,258500,260000,137157,-0.0038314176245211,262700.0,0.9897221164826798,264550.0,0.9828009828009828,266858.3333333333,0.9742997220747588,271945.8333333333,0.9560727473301976,0.21428571428571427
2021-10-20,260500,261500,258000,258500,106897,-0.0057692307692307,261600.0,0.9881498470948012,263675.0,0.980373565942922,266633.3333333333,0.969496187023378,271633.3333333333,0.9516505092649404,0.21428571428571427
2021-10-21,258000,258500,254000,254500,166314,-0.0154738878143133,259400.0,0.9811102544333076,262825.0,0.9683249310377628,266375.0,0.9554199906147348,271304.1666666667,0.938061523812449,0.21428571428571427
2021-10-22,254500,254500,250500,252000,178997,-0.0098231827111984,257200.0,0.979782270606532,261750.0,0.9627507163323782,265950.0,0.9475465313028764,271004.1666666667,0.9298750019218646,0.21428571428571427
2021-10-25,252000,254500,249000,254000,148158,0.0079365079365079,255800.0,0.9929632525410476,260875.0,0.973646382367034,265591.6666666667,0.9563553073326848,270791.6666666667,0.93799046007078,0.21428571428571427
2021-10-26,254000,256500,252500,256000,130192,0.0078740157480314,255000.0,1.003921568627451,260225.0,0.983764050341051,265341.6666666667,0.9647938192895952,270558.3333333333,0.9461915175408876,0.5
2021-10-27,255500,256000,252000,252500,101892,-0.013671875,253800.0,0.9948778565799844,259525.0,0.9729313168288218,265025.0,0.9527403075181586,270362.5,0.9339312959452588,-0.375
2021-10-28,252500,252500,247000,247000,185324,-0.0217821782178218,252300.0,0.9789932619896948,258750.0,0.9545893719806764,264583.3333333333,0.9335433070866144,270137.5,0.9143491740317432,0.7058823529411765
2021-10-29,247500,248500,243000,243000,143591,-0.0161943319838057,250500.0,0.9700598802395208,257850.0,0.9424083769633508,264083.3333333333,0.9201640896181762,269837.5,0.9005419928660768,0.6792452830188679
2021-11-01,244000,247500,242000,243000,102483,0.0,248300.0,0.9786548530004028,256600.0,0.9469992205767732,263666.6666666667,0.9216182048040454,269525.0,0.9015861237362026,0.6274509803921569
2021-11-02,244000,251000,244000,248500,141282,0.022633744855967,246800.0,1.0068881685575364,255900.0,0.9710824540836264,263283.3333333333,0.9438500981198964,269241.6666666667,0.9229626419883004,0.6274509803921569
2021-11-03,248500,251000,248000,248500,106366,0.0,246000.0,1.0101626016260163,255225.0,0.9736507003624252,262875.0,0.9453162149310508,268900.0,0.9241353663071774,0.6274509803921569
2021-11-04,251000,253500,249000,249500,109451,0.0040241448692153,246500.0,1.0121703853955375,254725.0,0.9794876827951712,262416.6666666667,0.950778024769768,268637.5,0.928760876646038,0.6274509803921569
2021-11-05,250000,252000,244000,247500,378328,-0.0080160320641282,247400.0,1.0004042037186742,254125.0,0.9739301524840138,261925.0,0.9449269829149566,268433.3333333333,0.9220166397615795,0.6274509803921569
2021-11-08,248000,248000,242500,245000,166797,-0.01010101010101,247800.0,0.9887005649717514,253525.0,0.9663741248397594,261366.66666666663,0.937380436168856,268275.0,0.91324200913242,0.6274509803921569
2021-11-09,244000,247500,240500,241500,176059,-0.0142857142857142,246400.0,0.9801136363636364,252725.0,0.955584132950836,260833.33333333337,0.9258785942492012,268037.5,0.900993331157021,0.6274509803921569
2021-11-10,240500,240500,234000,235500,236676,-0.0248447204968944,243800.0,0.9659557013945858,251300.0,0.9371269399124552,260191.66666666663,0.9051020081350288,267762.5,0.8795107604686989,0.6274509803921569
2021-11-11,235500,236000,230500,233000,228952,-0.0106157112526539,240500.0,0.9688149688149688,249675.0,0.9332131771302692,259533.33333333337,0.8977652196249678,267458.3333333333,0.87116373266864,0.6274509803921569
2021-11-12,235000,248500,233000,247000,401116,0.0600858369098713,240400.0,1.0274542429284526,248875.0,0.9924660974384732,259125.0,0.9532079112397492,267266.6666666667,0.924170616113744,0.6274509803921569
2021-11-15,244500,250000,244500,248000,186329,0.0040485829959513,241000.0,1.0290456431535269,248225.0,0.9990935643065768,258816.66666666663,0.9582072251915772,267087.5,0.9285346562456124,0.6274509803921569
2021-11-16,248500,260000,248500,251000,479621,0.0120967741935484,242900.0,1.0333470564018117,247775.0,1.0130158409847645,258683.33333333337,0.9702983055215514,266970.8333333333,0.9401776099136924,0.6274509803921569
2021-11-17,259000,262500,254000,254500,485404,0.0139442231075697,246700.0,1.031617349006891,247575.0,1.0279713218216702,258475.0,0.9846213366863332,266845.8333333333,0.953734209827772,0.6274509803921569
2021-11-18,255500,255500,246500,246500,199322,-0.0314341846758349,249400.0,0.9883720930232558,247175.0,0.997269141296652,258266.66666666663,0.9544398554465668,266675.0,0.9243461141839318,0.6274509803921569
2021-11-19,245500,250500,244500,246000,165353,-0.0020283975659228,249200.0,0.9871589085072232,246875.0,0.9964556962025316,258041.66666666663,0.953334409817536,266554.1666666667,0.9228893439419754,0.6274509803921569
2021-11-22,245500,250500,244500,248000,116575,0.0081300813008129,249200.0,0.9951845906902088,246575.0,1.0057791746932985,257675.0,0.9624527020471524,266408.3333333333,0.930901811129532,0.6274509803921569
2021-11-23,245500,248000,242000,243500,133632,-0.0181451612903226,247700.0,0.98304400484457,245950.0,0.9900386257369383,257316.66666666663,0.9463048124878556,266229.1666666667,0.9146255575553642,0.6274509803921569
2021-11-24,243500,262000,243500,260500,616300,0.0698151950718686,248900.0,1.0466050622740055,246350.0,1.057438603612746,257283.33333333337,1.012502429228477,266162.5,0.9787254027145073,0.6274509803921569
2021-11-25,258500,264000,256500,263500,375026,0.0115163147792707,252300.0,1.044391597304796,247175.0,1.066046323455042,257316.66666666663,1.0240300537599585,266104.1666666667,0.9902137320911296,0.6274509803921569
2021-11-26,262000,262000,252000,255500,1048104,-0.0303605313092979,254200.0,1.0051140833988983,247800.0,1.0310734463276836,257225.0,0.99329380892215,265966.6666666667,0.9606466975811504,0.6274509803921569
2021-11-29,252000,259500,249000,254500,283273,-0.0039138943248532,255500.0,0.9960861056751468,248375.0,1.0246602918973329,257158.33333333337,0.9896626591918078,265837.5,0.9573517656463064,0.6274509803921569
2021-11-30,258500,264000,249500,259500,565864,0.0196463654223968,258700.0,1.0030923850019329,248925.0,1.04248267550467,257091.66666666663,1.0093676055881495,265741.6666666667,0.9765122769607074,0.5384615384615384
2021-12-01,259500,264500,255500,259500,253412,0.0,258500.0,1.0038684719535784,249475.0,1.0401843872131475,257025.0,1.009629413481179,265658.3333333333,0.9768185953135292,1.0
2021-12-02,259500,264000,255500,264000,199381,0.0173410404624276,258600.0,1.0208816705336428,250200.0,1.0551558752997603,257058.33333333337,1.027004246766298,265616.6666666667,0.99391353454226,1.0
2021-12-03,263500,268000,262500,267000,199312,0.0113636363636364,260900.0,1.0233806055960135,251175.0,1.063003881755748,257091.66666666663,1.038540079738096,265495.8333333333,1.0056655000863166,1.0
2021-12-06,267000,267000,261000,266000,142333,-0.0037453183520599,263200.0,1.0106382978723405,252225.0,1.054613935969868,257058.33333333337,1.034784581969073,265325.0,1.0025440497503062,1.0
2021-12-07,263000,266000,262500,266000,124948,0.0,264500.0,1.005671077504726,253450.0,1.049516669954626,257050.0,1.034818128768722,265145.8333333333,1.00322149760352,1.0
2021-12-08,267000,271500,264500,266000,169667,0.0,265800.0,1.000752445447705,254975.0,1.0432395332875772,257066.66666666663,1.0347510373443984,264970.8333333333,1.0038840752913056,1.0
2021-12-09,265500,267500,263000,265000,234469,-0.0037593984962406,266000.0,0.9962406015037594,256575.0,1.032836402611322,257141.66666666663,1.030560326668179,264800.0,1.0007552870090637,1.0
2021-12-10,264000,267000,263000,265000,92282,0.0,265600.0,0.9977409638554215,257475.0,1.0292261384600447,257175.0,1.0304267522115291,264633.3333333333,1.001385564932611,1.0
2021-12-13,265500,269500,264000,265000,113128,0.0,265400.0,0.9984928409947248,258325.0,1.0258395432110714,257175.0,1.0304267522115291,264491.6666666667,1.001921925706544,1.0
2021-12-14,263000,264500,259000,262000,113558,-0.0113207547169811,264600.0,0.9901738473167044,258875.0,1.012071463061323,257066.66666666663,1.0191908713692943,264383.3333333333,0.9909853117317028,1.0
2021-12-15,261000,262000,254000,257000,179358,-0.0190839694656488,262800.0,0.9779299847792998,259000.0,0.9922779922779924,256750.0,1.000973709834469,264229.1666666667,0.9726405424584088,1.0
2021-12-16,258500,262000,255500,259000,129021,0.0077821011673151,261600.0,0.9900611620795108,259625.0,0.9975926817525276,256541.66666666663,1.0095825889231769,264008.3333333333,0.981029639215934,1.0
2021-12-17,257000,264000,256000,264000,141934,0.0193050193050192,261400.0,1.009946442234124,260525.0,1.013338451204299,256383.33333333337,1.029708119352532,263812.5,1.0007107320540156,1.0
2021-12-20,262000,266000,259000,262500,145228,-0.0056818181818182,260900.0,1.0061326178612495,261250.0,1.0047846889952152,256233.33333333337,1.0244568752439185,263583.3333333333,0.9958899778691116,1.0
2021-12-21,264000,265000,259000,259000,99596,-0.0133333333333333,260300.0,0.9950057625816364,262025.0,0.9884553000667876,256066.66666666663,1.0114553501692267,263354.1666666667,0.9834664979036468,1.0
2021-12-22,259500,260500,253500,256000,130526,-0.0115830115830115,260100.0,0.9842368319876972,261800.0,0.9778456837280368,255891.66666666663,1.0004233562379914,263141.6666666667,0.9728599930329036,1.0
2021-12-23,256000,257000,254000,255000,92372,-0.00390625,259300.0,0.9834168916313152,261375.0,0.975609756097561,255766.66666666663,0.9970024762153004,262912.5,0.969904435886464,1.0
2021-12-24,255000,257500,254500,255000,95599,0.0,257500.0,0.9902912621359224,261350.0,0.975703080160704,255666.66666666663,0.9973924380704042,262733.3333333333,0.9705658462319208,1.0
2021-12-27,255000,257500,252500,256000,190821,0.0039215686274509,256200.0,0.9992193598750976,261425.0,0.9792483503873004,255466.66666666663,1.0020876826722338,262566.6666666667,0.9749904786086072,0.5
