Date,Open,High,Low,Close,Volume,Change,5MA,5Disparity,20MA,20Disparity,60MA,60Disparity,120MA,120Disparity,label
2021-06-01,362500,368500,362500,367000,404110,0.0124137931034482,361700.0,1.0146530273707492,355525.0,1.0322762112369033,373000.0,0.9839142091152816,351354.1666666667,1.0445300919063147,0.0
2021-06-02,367000,369000,362000,363000,397044,-0.0108991825613079,361700.0,1.0035941387890517,355525.0,1.021025244356937,372908.3333333333,0.9734295738452255,351929.1666666667,1.0314575612990302,0.0
2021-06-03,362500,365000,361000,362000,292257,-0.0027548209366391,362500.0,0.9986206896551724,355400.0,1.0185706246482835,372916.6666666667,0.9707262569832402,352533.3333333333,1.0268532526475038,-1.0
2021-06-04,360500,360500,355000,357000,433146,-0.0138121546961326,362300.0,0.9853712393044438,355175.0,1.005138312099669,372666.6666666667,0.9579606440071556,353133.3333333333,1.0109495941098736,1.0
2021-06-07,358500,364000,357000,362500,393697,0.0154061624649859,362300.0,1.0005520287054928,355250.0,1.020408163265306,372483.3333333333,0.9731979059465748,353754.1666666667,1.0247229125687565,-1.0
2021-06-08,361500,365500,361500,362500,370929,0.0,361400.0,1.003043718871057,355275.0,1.0203363591583985,372183.3333333333,0.9739823563655904,354391.6666666667,1.0228795823829566,0.0
2021-06-09,360500,363500,358500,358500,361808,-0.0110344827586207,360500.0,0.9944521497919556,355750.0,1.007730147575545,371775.0,0.9642929191042968,354962.5,1.0099658414621262,0.0
2021-06-10,365000,377000,361500,373500,1502316,0.0418410041841004,362800.0,1.0294928335170892,357275.0,1.0454131971170666,371575.0,1.005180649936083,355691.6666666667,1.0500667713141063,0.8
2021-06-11,378000,378500,367500,372500,658403,-0.0026773761713521,365900.0,1.0180377152227384,359025.0,1.037532205278184,371391.6666666667,1.0029842708730674,356437.5,1.0450640014027706,0.0
2021-06-14,377500,388000,375500,387000,1208589,0.0389261744966442,370800.0,1.0436893203883495,361250.0,1.071280276816609,371116.6666666667,1.0427987604975972,357283.3333333333,1.0831739515790455,0.5
2021-06-15,387000,389000,381500,387000,625594,0.0,375700.0,1.0300771892467395,363400.0,1.0649422124380847,370866.6666666667,1.0435017077116664,358133.3333333333,1.08060312732688,0.6
2021-06-16,384500,395000,383000,391000,836281,0.0103359173126615,382200.0,1.023024594453166,365475.0,1.0698406183733498,370775.0,1.0545479064122447,359037.5,1.0890227343940395,0.0
2021-06-17,389500,394500,385000,389500,670522,-0.0038363171355498,385400.0,1.0106382978723405,367400.0,1.0601524224278716,370833.3333333333,1.0503370786516857,359916.6666666667,1.082194952535309,-0.2
2021-06-18,391500,400500,391000,398000,1268656,0.0218228498074455,390500.0,1.0192061459667094,369300.0,1.0777145951800704,371016.6666666667,1.072728089483851,360866.6666666667,1.1029004249030112,0.0
2021-06-21,398000,402000,392000,397000,809114,-0.0025125628140703,392500.0,1.0114649681528662,371375.0,1.0690003365870078,371300.0,1.0692162671694048,361808.3333333333,1.0972660478614369,0.0
2021-06-22,400000,400500,391000,391000,702840,-0.0151133501259446,393300.0,0.9941520467836256,373025.0,1.048187118825816,371433.3333333333,1.0526788118101051,362716.6666666667,1.077976381932638,0.6363636363636364
2021-06-23,393000,427000,392500,423500,2721355,0.0831202046035806,399800.0,1.05927963981991,376050.0,1.1261800292514292,372291.6666666667,1.1375489647453834,363904.1666666667,1.163767933407376,0.3076923076923077
2021-06-24,430000,436000,413000,419500,2143286,-0.0094451003541912,405800.0,1.0337604731394776,379125.0,1.1064952192548632,373008.3333333333,1.124639753356717,365041.6666666667,1.1491838831183654,0.2857142857142857
2021-06-25,420000,420000,405000,410000,1382051,-0.0226460071513706,408200.0,1.0044096031357177,381725.0,1.0740716484380115,373558.3333333333,1.097552814152185,366020.8333333333,1.1201548181455974,-0.5263157894736842
2021-06-28,406000,413000,403000,408000,623480,-0.0048780487804878,410400.0,0.9941520467836256,384000.0,1.0625,374050.0,1.090763266942922,366979.1666666667,1.1117797331819472,-0.35555555555555557
2021-06-29,409500,411500,406000,411500,572319,0.0085784313725489,414500.0,0.9927623642943304,386225.0,1.0654411288756551,374583.3333333333,1.0985539488320355,367970.8333333333,1.1182951547337312,0.45918367346938777
2021-06-30,415000,425000,409000,417500,955297,0.0145808019441069,413300.0,1.0101621098475684,388950.0,1.073402750996272,375258.3333333333,1.1125668983589083,369033.3333333333,1.131334116159335,0.06289308176100629
2021-07-01,418000,423500,410500,413000,592869,-0.0107784431137724,412000.0,1.0024271844660195,391500.0,1.0549169859514689,375666.6666666667,1.0993788819875776,370062.5,1.1160276980239825,0.3333333333333333
2021-07-02,412500,418500,407000,414000,517934,0.0024213075060532,412800.0,1.002906976744186,394350.0,1.0498288322556104,376158.3333333333,1.100600367752941,370912.5,1.116166211707613,0.0
2021-07-05,415500,418000,408500,410000,492899,-0.0096618357487923,413200.0,0.9922555663117134,396725.0,1.033461465750835,376633.3333333333,1.088591910788565,371754.1666666667,1.1028793669651764,-1.0
2021-07-06,411500,412500,408000,409500,342771,-0.0012195121951219,412800.0,0.9920058139534884,399075.0,1.0261229092275888,377066.6666666667,1.0860148514851484,372633.3333333333,1.0989355040701316,0.3333333333333333
2021-07-07,411000,419000,410500,417500,663260,0.0195360195360194,412800.0,1.0113856589147288,402025.0,1.0384926310552829,377600.0,1.105667372881356,373495.8333333333,1.117817021608898,0.5
2021-07-08,419000,431500,418500,422000,1142267,0.0107784431137725,414600.0,1.0178485287023638,404450.0,1.0433922610953146,378158.3333333333,1.1159346834438837,374362.5,1.127249657751511,-0.25
2021-07-09,420000,424000,408000,415500,1090218,-0.0154028436018957,414900.0,1.0014461315979757,406600.0,1.0218888342351204,378558.3333333333,1.0975851365927751,375275.0,1.1071880620878023,0.75
2021-07-12,418500,421500,413000,418500,475697,0.0072202166064982,416600.0,1.0045607297167547,408175.0,1.0252955227537208,379016.6666666667,1.1041730794600062,376258.3333333333,1.1122677238599368,1.0
2021-07-13,421000,442000,419000,441000,1498546,0.053763440860215,422900.0,1.0427997162449751,410875.0,1.0733191359902647,379841.6666666667,1.1610100699853008,377366.6666666667,1.1686246797986044,0.7142857142857143
2021-07-14,436000,444500,436000,444000,931990,0.0068027210884353,428200.0,1.0368986454927605,413525.0,1.0736956653164864,380741.6666666667,1.166145023966381,378500.0,1.1730515191545574,0.5454545454545454
2021-07-15,446500,452500,439500,449000,950460,0.0112612612612612,433600.0,1.0355166051660516,416500.0,1.078031212484994,381708.3333333333,1.1762907979478223,379554.1666666667,1.1829668580461723,0.6666666666666666
2021-07-16,448000,461000,443000,447000,1246425,-0.0044543429844098,439900.0,1.0161400318254148,418950.0,1.066953097028285,382816.6666666667,1.1676607601549915,380416.6666666667,1.1750273822562978,0.2
